Schule;ID;school_type;Partner_name;Type_grob;Type_mittel;Type_detail
Charlie-Chaplin-Grundschule;BE-16503;Grundschule;GESOBAU AG;Wirtschaftsakteur;Wirtschaftsakteur;
Erika-Mann-Grundschule;BE-16433;Grundschule;GESOBAU AG;Wirtschaftsakteur;Wirtschaftsakteur;
Charlie-Rivel-Grundschule;BE-16648;Grundschule;Gesundheit und Soziales mbH;Wirtschaftsakteur;Wirtschaftsakteur;
Nürtingen-Grundschule;BE-16184;Grundschule;Gesundheit und Soziales mbH;Wirtschaftsakteur;Wirtschaftsakteur;
Bornholmer Grundschule;BE-16198;Grundschule;GFAJ e.V. Jugend - Bildung - Service;Gemeinnütziger Akteur;Gemeinnütziger Akteur;Verein
Bornholmer Grundschule;BE-16198;Grundschule;GfbZ Gesellschaft für berufliche Zukunft mbH;Wirtschaftsakteur;Wirtschaftsakteur;
KreativitätsGrundschule Berlin Lichtenberg;BE-15956;Grundschule;GFS Europe Gesellschaft für Sportförderung;Wirtschaftsakteur;Wirtschaftsakteur;
Nahariya-Grundschule;BE-15828;Grundschule;Golf Club Mahlow e.V.;Gemeinnütziger Akteur;Gemeinnütziger Akteur;Verein
Kreativitätsschulzentrum Berlin gGmbH;BE-15597;Grundschule;Gourmello e.V.;Gemeinnütziger Akteur;Gemeinnütziger Akteur;Verein
KreativitätsGrundschule Berlin Lichtenberg;BE-15956;Grundschule;GPM LiveMarketing GmbH;Wirtschaftsakteur;Wirtschaftsakteur;
Christian-Morgenstern-Grundschule;BE-16090;Grundschule;GRIPS Theater Berlin;Öffentliche Infrastruktur;Öffentliche Infrastruktur (Kultur);Theater
Galilei-Grundschule;BE-15715;Grundschule;Gripstheater;Öffentliche Infrastruktur;Öffentliche Infrastruktur (Kultur);Theater
Grundschule am Bürgerpark;BE-16137;Grundschule;Grün Berlin GmbH - Gärten der Welt im Erholungspark Marzahn;Wirtschaftsakteur;Wirtschaftsakteur;
Kreativitätsschulzentrum Berlin gGmbH;BE-15597;Grundschule;GrünDesign - Architekturbüro für Garten- und Landschaftsgestaltung Dieter Mielitz (Projekt KREALAND Schulhofgestaltung);Wirtschaftsakteur;Wirtschaftsakteur;
Grundschule an der Wuhle;BE-16613;Grundschule;Grünes Haus Hellersdorf e.V.;Gemeinnütziger Akteur;Gemeinnütziger Akteur;Verein
Adam-Ries-Schule (Grundschule);BE-16525;Grundschule;gsub Gesellschaft für soziale Unternehmensberatung mbH;Wirtschaftsakteur;Wirtschaftsakteur;
Carl-Humann-Grundschule;BE-15936;Grundschule;Gymnastik;Unbestimmt;Sportverein/Programm/Initaitve;
Zille-Grundschule;BE-16193;Grundschule;Gymnastik;Unbestimmt;Unklar;
Ernst-Ludwig-Heim-Grundschule;BE-16317;Grundschule;Harri-Reinert-Volkshochschule Spandau;Öffentliche Infrastruktur;Öffentliche Infrastruktur (Bildung/Uni/Hochschule/Forschung);Universität/Hochschule/Forschungsinstitut
Christian-Morgenstern-Grundschule;BE-16090;Grundschule;Harri-Reinert-Volkshochschule Spandau (Sprachkurse für Eltern);Partnerschule;Partnerschule;
Grundschule am Schäfersee;BE-16621;Grundschule;Haus am See - Kinder-;Öffentliche Infrastruktur;Familien-/Bildungs-/Kulturzentrum;
Zinnowwald-Grundschule;BE-15594;Grundschule;Haus am Waldsee e.V. in der Argentinischen Allee;Gemeinnütziger Akteur;Gemeinnütziger Akteur;Verein
Sachsenwald-Grundschule;BE-15665;Grundschule;HC Steglitz e.V. Berlin (Freizeitsport);Gemeinnütziger Akteur;Gemeinnütziger Akteur;Verein
Melli-Beese-Schule (Grundschule);BE-15770;Grundschule;Heimatmuseum Treptow-Köpenick;Öffentliche Infrastruktur;Öffentliche Infrastruktur (Kultur);Museum
Johann-Strauss-Grundschule;BE-16520;Grundschule;Heimatverein Marzahn-Hellersdorf e.V.;Gemeinnütziger Akteur;Gemeinnütziger Akteur;Verein
Beatrix-Potter-Grundschule;BE-16626;Grundschule;Hellersdorfer Athletik-Club Berlin e.V.;Gemeinnütziger Akteur;Gemeinnütziger Akteur;Verein
Galilei-Grundschule;BE-15715;Grundschule;Hertie School of Government;Öffentliche Infrastruktur;Öffentliche Infrastruktur (Bildung/Uni/Hochschule/Forschung);Universität/Hochschule/Forschungsinstitut
Lemgo-Grundschule;BE-15916;Grundschule;Hochschule für Musik Hanns Eisler Berlin;Öffentliche Infrastruktur;Musikschule/musikalische Einrichtung;
Lindenhof-Grundschule;BE-15809;Grundschule;Hochschule für Musik Hanns Eisler Berlin;Öffentliche Infrastruktur;Musikschule/musikalische Einrichtung;
Grundschule am Planetarium;BE-15934;Grundschule;Hochschule für Musik Hanns Eisler Berlin;Öffentliche Infrastruktur;Musikschule/musikalische Einrichtung;
Humboldthain-Grundschule;BE-16731;Grundschule;Hochschule für Musik Hanns Eisler Berlin;Öffentliche Infrastruktur;Musikschule/musikalische Einrichtung;
Kurt-Tucholsky-Grundschule;BE-16010;Grundschule;Hochschule für Musik Hanns Eisler Berlin;Öffentliche Infrastruktur;Musikschule/musikalische Einrichtung;
Charles-Dickens-Grundschule;BE-16451;Grundschule;Holländische Fußballschule Berlin;Partnerschule;Partnerschule;
Albert-Gutzmann-Schule (Grundschule);BE-15985;Grundschule;Horizonte e.V. Berlin (Schulsozialarbeit);Gemeinnütziger Akteur;Gemeinnütziger Akteur;Verein
Charlie-Chaplin-Grundschule;BE-16503;Grundschule;Horizonte e.V. Berlin (Schulsozialarbeit);Gemeinnütziger Akteur;Gemeinnütziger Akteur;Verein
Brodowin-Schule (Grundschule);BE-16213;Grundschule;Hotel Kolumbus GmbH in der Genslerstraße 18;Wirtschaftsakteur;Wirtschaftsakteur;
Bernhard-Grzimek-Schule (Grundschule);BE-16362;Grundschule;Hotel Pullman Berlin Schweizerhof;Wirtschaftsakteur;Wirtschaftsakteur;
Adam-Ries-Schule (Grundschule);BE-16525;Grundschule;HOWOGE Wohnungsbaugesellschaft mbH;Wirtschaftsakteur;Wirtschaftsakteur;
Bernhard-Grzimek-Schule (Grundschule);BE-16362;Grundschule;HOWOGE Wohnungsbaugesellschaft mbH;Wirtschaftsakteur;Wirtschaftsakteur;
Richard-Wagner-Schule (Grundschule);BE-16515;Grundschule;HOWOGE Wohnungsbaugesellschaft mbH;Wirtschaftsakteur;Wirtschaftsakteur;
Robinson-Schule (Grundschule);BE-16135;Grundschule;HOWOGE Wohnungsbaugesellschaft mbH;Wirtschaftsakteur;Wirtschaftsakteur;
Feldmark-Schule (Grundschule);BE-16661;Grundschule;HSV Rot-Weiß e.V. Berlin;Gemeinnütziger Akteur;Gemeinnütziger Akteur;Verein
Lietzensee-Grundschule;BE-15924;Grundschule;Hugendubel GmbH & Co. KG (Buchhandlung);Wirtschaftsakteur;Wirtschaftsakteur;
Falken-Grundschule;BE-16395;Grundschule;"Humanistische Kita Knirpsenstadt am Glitzerbach Geraer Ring 50 - 52""umanistische Kita Knirpsenstadt" am""man"""umanistische Kita Knirpsenstadt am Glitzer";Öffentliche Infrastruktur;Öffentliche Infrastruktur (Jugend/Kinderfürsorge);kinderbetreuung
Karl-Weise-Schule (Grundschule);BE-16229;Grundschule;Humanistischer Verband Deutschlands;Verband / Kammer / Innung / Gewerkschaft;Verband / Kammer / Innung;
Alfred-Brehm-Grundschule;BE-16422;Grundschule;Humboldt-Bibliothek in der Karolinenstraße 19;Öffentliche Infrastruktur;Öffentliche Infrastruktur (Kultur);Bibliothek
Carl-Bolle-Grundschule;BE-16038;Grundschule;Humboldt-Universität zu Berlin;Öffentliche Infrastruktur;Öffentliche Infrastruktur (Bildung/Uni/Hochschule/Forschung);Universität/Hochschule/Forschungsinstitut
Regenbogen-Schule (Grundschule);BE-16737;Grundschule;im Rahmen von TUSCH Kooperation mit dem Ballhaus Ost;Öffentliche Infrastruktur;Öffentliche Infrastruktur (Kultur);Theater
Lenau-Grundschule;BE-16183;Grundschule;im Rahmen von TUSCH Kooperation mit dem Tanztheater Dock 11 in Prenzlauer Berg;Öffentliche Infrastruktur;Öffentliche Infrastruktur (Kultur);Theater
Clara-Grunwald-Grundschule;BE-16716;Grundschule;im Rahmen von TUSCH Kooperation mit Gorilla Theater e.V. (Improvisationstheater);Gemeinnütziger Akteur;Gemeinnütziger Akteur;Verein
Nürtingen-Grundschule;BE-16184;Grundschule;INA. Kindergarten in der Dresdener Straße;Öffentliche Infrastruktur;Öffentliche Infrastruktur (Jugend/Kinderfürsorge);kinderbetreuung
Brüder-Grimm-Grundschule;BE-16028;Grundschule;INA.KINDER.GARTEN gGmbH in der Brüsseler Straße;Gemeinnütziger Akteur;Gemeinnütziger Akteur;gGmbH
Grundschule am Barbarossaplatz;BE-15648;Grundschule;INA.KINDER.GARTEN in der Frankenstraße 8 - 9;Öffentliche Infrastruktur;Öffentliche Infrastruktur (Jugend/Kinderfürsorge);kinderbetreuung
Grundschule am Fließtal;BE-16424;Grundschule;"INA.KINDER.GARTEN Kita am Fließ in der Seestraße 14""NA.KINDER.GARTEN Kit"""NA.KINDER.GARTEN Kita ";Öffentliche Infrastruktur;Öffentliche Infrastruktur (Jugend/Kinderfürsorge);kinderbetreuung
Theodor-Storm-Schule (Grundschule);BE-16634;Grundschule;Inner Wheel Club Berlin-Mitte;Gemeinnütziger Akteur;Gemeinnütziger Akteur;Verein
Judith-Kerr-Grundschule;BE-15798;Grundschule;Institut français Berlin;Öffentliche Infrastruktur;Öffentliche Infrastruktur (Bildung/Uni/Hochschule/Forschung);
Carl-Bolle-Grundschule;BE-16038;Grundschule;Integration und Demokratie e.V.;Gemeinnütziger Akteur;Gemeinnütziger Akteur;Verein
Humboldthain-Grundschule;BE-16731;Grundschule;Integration und Demokratie e.V.;Gemeinnütziger Akteur;Gemeinnütziger Akteur;Verein
Brodowin-Schule (Grundschule);BE-16213;Grundschule;Interkultureller Garten Lichtenberg des Sozialdiakonische Jugendarbeit e.V.;Gemeinnütziger Akteur;Gemeinnütziger Akteur;Verein
Lenau-Grundschule;BE-16183;Grundschule;Internationales JugendKunst- und Kulturhaus Schlesische27;Gemeinnütziger Akteur;Familien-/Bildungs-/Kulturzentrum;
Ernst-Ludwig-Heim-Grundschule;BE-16317;Grundschule;ITW Beschäftigungs- und Qualifizierungsgesellschaft mbH in Berlin;Wirtschaftsakteur;Wirtschaftsakteur;
Kreativitätsschulzentrum Berlin gGmbH;BE-15597;Grundschule;J. E. Energiespar GmbH;Wirtschaftsakteur;Wirtschaftsakteur;
Elizabeth-Shaw-Grundschule;BE-16358;Grundschule;Janusz-Korczak-Bibliothek;Öffentliche Infrastruktur;Öffentliche Infrastruktur (Kultur);Bibliothek
Conrad-Schule (Grundschule);BE-15814;Grundschule;Japanische Internationale Schule zu Berlin;Partnerschule;Partnerschule;
Friedrichshagener Schule (Grundschule);BE-15797;Grundschule;Johannes-Bobrowski-Bibliothek;Öffentliche Infrastruktur;Öffentliche Infrastruktur (Kultur);Bibliothek
Müggelsee-Schule (Grundschule);BE-15796;Grundschule;Johannes-Bobrowski-Bibliothek;Öffentliche Infrastruktur;Öffentliche Infrastruktur (Kultur);Bibliothek
Astrid-Lindgren-Grundschule;BE-16118;Grundschule;Jona`s Haus;Gemeinnütziger Akteur;Familien-/Bildungs-/Kulturzentrum;
Immanuel-Grundschule;BE-15763;Grundschule;Josua Gemeinde e.V. Berlin;Gemeinnütziger Akteur;Gemeinnütziger Akteur;Verein
Falken-Grundschule;BE-16395;Grundschule;Ju-Jutsu;Unbestimmt;Sportverein/Programm/Initaitve;
Galilei-Grundschule;BE-15715;Grundschule;Jüdisches Museum;Öffentliche Infrastruktur;Öffentliche Infrastruktur (Kultur);Museum
Falken-Grundschule;BE-16395;Grundschule;Judo;Unbestimmt;Sportverein/Programm/Initaitve;
Joan-Miró-Grundschule;BE-15894;Grundschule;Judo-Team Berlin e.V.;Gemeinnütziger Akteur;Gemeinnütziger Akteur;Verein
Feldmark-Schule (Grundschule);BE-16661;Grundschule;Judo;Unbestimmt;Sportverein/Programm/Initaitve;
Zeppelin-Grundschule;BE-16222;Grundschule;Judoverein Kaizen e.V.;Gemeinnütziger Akteur;Gemeinnütziger Akteur;Verein
Karl-Weise-Schule (Grundschule);BE-16229;Grundschule;Jugend- und Bildungsnetzwerk e.V.;Gemeinnütziger Akteur;Gemeinnütziger Akteur;Verein
Grundschule am Schäfersee;BE-16621;Grundschule;Jugend- und Familienzentrum in der Stargardtstraße 9;Öffentliche Infrastruktur;Familien-/Bildungs-/Kulturzentrum;
Lemgo-Grundschule;BE-15916;Grundschule;Jugendamt Friedrichshain-Kreuzberg;Öffentliche Infrastruktur;Öffentliche Infrastruktur (Jugend/Kinderfürsorge);
Brodowin-Schule (Grundschule);BE-16213;Grundschule;Jugendamt Lichtenberg;Öffentliche Infrastruktur;Öffentliche Infrastruktur (Jugend/Kinderfürsorge);
Martin-Niemöller-Grundschule;BE-16212;Grundschule;Jugendamt Lichtenberg;Öffentliche Infrastruktur;Öffentliche Infrastruktur (Jugend/Kinderfürsorge);
Grundschule an der Wuhle;BE-16613;Grundschule;Jugendamt Marzahn-Hellersdorf;Öffentliche Infrastruktur;Öffentliche Infrastruktur (Jugend/Kinderfürsorge);
Carl-Bolle-Grundschule;BE-16038;Grundschule;Jugendamt Mitte (Lotsenprojekt);Öffentliche Infrastruktur;Öffentliche Infrastruktur (Jugend/Kinderfürsorge);
Lisa-Tetzner-Schule (Grundschule);BE-16239;Grundschule;Jugendamt Neukölln;Öffentliche Infrastruktur;Öffentliche Infrastruktur (Jugend/Kinderfürsorge);
Zürich-Schule (Grundschule);BE-16179;Grundschule;Jugendamt Neukölln;Öffentliche Infrastruktur;Öffentliche Infrastruktur (Jugend/Kinderfürsorge);
Richard-Schule (Grundschule);BE-16744;Grundschule;Jugendamt Neukölln Nordost;Öffentliche Infrastruktur;Öffentliche Infrastruktur (Jugend/Kinderfürsorge);
Heinrich-Roller-Grundschule;BE-15907;Grundschule;Jugendamt Pankow;Öffentliche Infrastruktur;Öffentliche Infrastruktur (Jugend/Kinderfürsorge);
Rudolf-Dörrier-Grundschule;BE-16276;Grundschule;Jugendamt Pankow;Öffentliche Infrastruktur;Öffentliche Infrastruktur (Jugend/Kinderfürsorge);
Kolumbus-Grundschule;BE-16624;Grundschule;Jugendamt Reinickendorf;Öffentliche Infrastruktur;Öffentliche Infrastruktur (Jugend/Kinderfürsorge);
Reginhard-Grundschule;BE-16622;Grundschule;Jugendamt Reinickendorf Ost;Öffentliche Infrastruktur;Öffentliche Infrastruktur (Jugend/Kinderfürsorge);
Christian-Morgenstern-Grundschule;BE-16090;Grundschule;Jugendamt Spandau;Öffentliche Infrastruktur;Öffentliche Infrastruktur (Jugend/Kinderfürsorge);
Zeppelin-Grundschule;BE-16222;Grundschule;Jugendamt Spandau;Öffentliche Infrastruktur;Öffentliche Infrastruktur (Jugend/Kinderfürsorge);
Conrad-Schule (Grundschule);BE-15814;Grundschule;Jugendamt Steglitz-Zehlendorf;Öffentliche Infrastruktur;Öffentliche Infrastruktur (Jugend/Kinderfürsorge);
Ludwig-Bechstein-Grundschule;BE-15875;Grundschule;Jugendamt Steglitz-Zehlendorf;Öffentliche Infrastruktur;Öffentliche Infrastruktur (Jugend/Kinderfürsorge);
Paul-Moor-Schule;BE-16364;Grundschule;Jugendbibliothek Spandau;Öffentliche Infrastruktur;Öffentliche Infrastruktur (Kultur);Bibliothek
Zeppelin-Grundschule;BE-16222;Grundschule;Jugendbibliothek Spandau;Öffentliche Infrastruktur;Öffentliche Infrastruktur (Kultur);Bibliothek
Grundschule am Hohen Feld;BE-16011;Grundschule;Jugendbund djo-Deutscher Regenbogen Landesverband Berlin e.V.;Gemeinnütziger Akteur;Gemeinnütziger Akteur;Verein
Müggelsee-Schule (Grundschule);BE-15796;Grundschule;Jugendclub in der Bölschestraße 65;Öffentliche Infrastruktur;Familien-/Bildungs-/Kulturzentrum;
Matthias-Claudius-Schule (Grundschule);BE-16636;Grundschule;"Jugendclub NW80 im Neudecker Weg 80""ugendclub NW80" im N""gendc"""ugendclub NW80 im Neudecker W";Öffentliche Infrastruktur;Familien-/Bildungs-/Kulturzentrum;
Joan-Miró-Grundschule;BE-15894;Grundschule;Jugendclubring Berlin e.V. im Haus der Jugend Charlottenburg;Gemeinnütziger Akteur;Gemeinnütziger Akteur;Verein
Brüder-Grimm-Grundschule;BE-16028;Grundschule;Jugendfreizeiteinrichtung Lynarstraße;Gemeinnütziger Akteur;Familien-/Bildungs-/Kulturzentrum;
Zille-Grundschule;BE-16193;Grundschule;"Jugendgästehaus und Bildungsstätte Skandal am Ostkreuz""ugendgästeha"""ugendgästehaus";Wirtschaftsakteur;Familien-/Bildungs-/Kulturzentrum;
Grundschule an der Pulvermühle;BE-16246;Grundschule;Jugendkulturzentrum Haveleck im Pulvermühlenweg 10;Gemeinnütziger Akteur;Familien-/Bildungs-/Kulturzentrum;
Bouché-Schule (Grundschule);BE-15768;Grundschule;Jugendkunst- und Begegnungszentrum Gérard Philipe;Öffentliche Infrastruktur;Familien-/Bildungs-/Kulturzentrum;
Hunsrück-Grundschule;BE-15917;Grundschule;Jugendkunstschule Friedrichshain-Kreuzberg;Öffentliche Infrastruktur;Familien-/Bildungs-/Kulturzentrum;
Humboldthain-Grundschule;BE-16731;Grundschule;Jugendkunstschule Mitte;Gemeinnütziger Akteur;Familien-/Bildungs-/Kulturzentrum;
Grundschule am Barbarossaplatz;BE-15648;Grundschule;Jugendkunstschule Tempelhof-Schöneberg;Gemeinnütziger Akteur;Familien-/Bildungs-/Kulturzentrum;
Hugo-Heimann-Schule (Grundschule);BE-16743;Grundschule;Jugendlichen und Familien;Unbestimmt;Unklar;
Carl-Kraemer-Grundschule;BE-16068;Grundschule;Jugendprojekte und Spielplatzangebote;Unbestimmt;Familien-/Bildungs-/Kulturzentrum;
Anne-Frank-Grundschule;BE-16018;Grundschule;Jugendprojekte und Spielplatzangebote;Unbestimmt;Unklar;
Ebereschen-Grundschule;BE-16396;Grundschule;Jugendsozialarbeit des Deutschen Roten Kreuzes e.V.;Gemeinnütziger Akteur;Gemeinnütziger Akteur;Verein
Johann-Peter-Hebel-Grundschule;BE-16782;Grundschule;JugendTechnikSchule City West;Partnerschule;Partnerschule;
Bruno-H.-Bürgel-Grundschule;BE-15840;Grundschule;JugendTechnikSchule im Freizeit- und Erholungszentrum Wuhlheide (FEZ);Gemeinnütziger Akteur;Familien-/Bildungs-/Kulturzentrum;
Grundschule am Hohen Feld;BE-16011;Grundschule;Jugendverkehrsschule;Öffentliche Infrastruktur;Öffentliche Infrastruktur (Sicherheit/Ordnung/Verkehr);Polizei
Johann-Peter-Hebel-Grundschule;BE-16782;Grundschule;Jugendverkehrsschule;Öffentliche Infrastruktur;Öffentliche Infrastruktur (Sicherheit/Ordnung/Verkehr);Polizei
Bruno-Bettelheim-Grundschule (Gemeinschaftsschule);BE-16144;Grundschule;Jugendwerk Aufbau Ost e.V. (Schulstation);Gemeinnütziger Akteur;Gemeinnütziger Akteur;Verein
Spreewald-Grundschule;BE-16111;Grundschule;Jugendwohnen im Kiez e.V.;Gemeinnütziger Akteur;Gemeinnütziger Akteur;Verein
Reginhard-Grundschule;BE-16622;Grundschule;"Jugendzentrum LUKE in der Pankower Allee 47-51 (Bund Deutscher PfadfinderInnen Landesverband Berlin e.V.)""ugendzentrum LUKE" in der Pankower Allee 47-51 (Bund Deutscher PfadfinderInnen Landesve""gendzentrum LUKE" in der Pankower Allee 47-51 (Bund Deutscher Pfadfin""endzentrum LUKE" in der Pankower Allee 47-51 (Bund D""ndzentrum LUKE" in der Pankower Alle""dzentrum LUKE" in der""zentrum"""ugendzentrum LUKE in der Pankower Allee 47-51 (Bund Deutscher PfadfinderInnen Landesverband Berlin e.V.)""ugendzentrum LUKE" in der Pankower Allee 47-51 (Bund Deutscher PfadfinderInnen Landesve""gendzentrum LUKE" in der Pankower Allee 47-51 (Bund Deutscher Pfadfin""endzentrum LUKE" i""gendzentrum LUKE in der Pankower Allee 47-51 (Bund Deutscher PfadfinderInnen Landesverband Berlin e.V.)""ugendzentrum LUKE" in der Pankower Allee 47-51 (Bund Deutscher PfadfinderI""endzentrum LUKE in der Pankower Allee 47-51 (Bund Deutscher PfadfinderInnen";Gemeinnütziger Akteur;Gemeinnütziger Akteur;Verein
Adam-Ries-Schule (Grundschule);BE-16525;Grundschule;JULI Jugendhilfe in Lichtenberg gGmbH;Gemeinnütziger Akteur;Gemeinnütziger Akteur;gGmbH
Grundschule am Barbarossaplatz;BE-15648;Grundschule;Juxirkus Kiezoase Schöneberg e.V.;Gemeinnütziger Akteur;Gemeinnütziger Akteur;Verein
Paul-Klee-Grundschule;BE-15839;Grundschule;K*I*D*S e.V. (Netzwerk zur Unterstützung von Familien in Konflikt- und Krisensituationen);Gemeinnütziger Akteur;Gemeinnütziger Akteur;Verein
Wald-Grundschule;BE-16710;Grundschule;Kaizen Berlin e.V.;Gemeinnütziger Akteur;Gemeinnütziger Akteur;Verein
Charles-Dickens-Grundschule;BE-16451;Grundschule;Kaizen Berlin e.V. (Judo für Kinder);Gemeinnütziger Akteur;Gemeinnütziger Akteur;Verein
Reinhold-Otto-Grundschule;BE-16292;Grundschule;Kaizen Berlin e.V. (Judo für Kinder);Gemeinnütziger Akteur;Gemeinnütziger Akteur;Verein
Athene-Grundschule;BE-16535;Grundschule;Kaizen Berlin e.V. (Judo);Gemeinnütziger Akteur;Gemeinnütziger Akteur;Verein
Dunant-Grundschule;BE-15666;Grundschule;Kaizen Berlin e.V. (Judo);Gemeinnütziger Akteur;Gemeinnütziger Akteur;Verein
Nord-Grundschule;BE-15591;Grundschule;Kaizen Berlin e.V. (Judo);Gemeinnütziger Akteur;Gemeinnütziger Akteur;Verein
KreativitätsGrundschule Berlin Treptow;BE-16797;Grundschule;Kammerorchester Unter den Linen e. V.;Öffentliche Infrastruktur;Öffentliche Infrastruktur (Kultur);Orchester
Humboldthain-Grundschule;BE-16731;Grundschule;"Kampagne Kinder beflügeln des Evangelischen Johannesstifts Berlin (Bildungschancen für Kinder mit sozialer Benachteiligung)""ampagne Kinder beflügeln" des Evangelischen Johannesstifts Berlin (Bildungschancen für Kinder mit ""mpagne Kinder beflügeln" des Evangelischen Johannesstifts Berlin (Bildung""pagne Kinder beflügeln" des Evangelischen Johanne""agne Kinder beflügeln" des""gne """ampagne Kinder beflügeln des Evangelischen Johannesstifts Berlin (Bildungschancen für Kinder mit sozialer Benachteiligung)""ampagne Kinder beflügeln" des Evangelischen Johannesstifts Berlin (Bildungschancen für Kinder mit ""mpagne Kinder beflügeln" des Evangel""mpagne Kinder beflügeln des Evangelischen Johannesstifts Berlin (Bildungschancen für Kinder mit sozialer Benachteiligung)""ampagne Kinder""pagne Kinder be";Religiöse Einrichtung;Kirchliche Einrichtung;
Grundschule am Planetarium;BE-15934;Grundschule;Kampfsportschule im Klostergarten e.V.;Gemeinnütziger Akteur;Gemeinnütziger Akteur;Verein
Bornholmer Grundschule;BE-16198;Grundschule;Kampfsportschule im Klostergarten e.V. Berlin;Gemeinnütziger Akteur;Gemeinnütziger Akteur;Verein
Peter-Pan-Grundschule;BE-16138;Grundschule;Kampfsportschule Pal Chang e.V.;Gemeinnütziger Akteur;Gemeinnütziger Akteur;Verein
